STAT_CODE,STAT_NAME,ITEM_CODE1,ITEM_CODE2,ITEM_CODE3,ITEM_CODE4,ITEM_NAME_EN,ITEM_NAME_KO,DEFINITION,UNIT_NAME,CYCLE,START_TIME,END_TIME,MISSING_MEANING,SIGN_CONVENTION,SOURCE
UK_BoP_Table_A_sub1,영국 국제수지 잔액 요약 (부표 1),HBOP,CA,CA.TOT,,Current balance,경상수지 합계,경상수지 합계 — 강의 슬라이드 14 항등식 CA = 상품수지 + 서비스수지 + 1차소득 + 2차소득의 좌변.,GBP million,Q,1997,2025Q4,"`x` = 비공개·미가용(unavailable, ONS Notes 11번 명시) / 빈 셀 = 시리즈 시작 이전 또는 자료 없음 / GAF [c]/[x]/[z]/[low] 미사용 / legacy `..`·`-` 미사용",잔액(net) — + 흑자 / − 적자 (강의 슬라이드 10·11),강의 슬라이드(21·22회차 검증) + 13회차 CDID 사전
UK_BoP_Table_A_sub1,영국 국제수지 잔액 요약 (부표 1),FNVQ,CA,KA.KA_TOT,,Capital balance,자본수지 합계,자본수지 합계 — 자본이전 + 비생산비금융자산 취득·처분(강의 슬라이드 5·7·14).,GBP million,Q,1997,2025Q4,"`x` = 비공개·미가용(unavailable, ONS Notes 11번 명시) / 빈 셀 = 시리즈 시작 이전 또는 자료 없음 / GAF [c]/[x]/[z]/[low] 미사용 / legacy `..`·`-` 미사용",잔액(net) — + 흑자 / − 적자 (강의 슬라이드 10·11),강의 슬라이드(21·22회차 검증) + 13회차 CDID 사전
UK_BoP_Table_A_sub2,영국 국제수지 잔액 요약 (부표 2),LQCT,CA,,,Trade in goods,상품무역,영국 국제수지 잔액 요약 시트의 한 항목 — 강의 슬라이드 13(복식부기 항등성) + 슬라이드 14(`CA = FA(broad)` 단순화 항등식) 근거. 잔액(net transactions) 표기. 본 항목의 BPM6 표준 정의는 background/note/24~28 분류별 보강 참조. (분류: summary; 원문 라벨: Trade in goods),GBP million,Q,1997,2025Q4,"`x` = 비공개·미가용(unavailable, ONS Notes 11번 명시) / 빈 셀 = 시리즈 시작 이전 또는 자료 없음 / GAF [c]/[x]/[z]/[low] 미사용 / legacy `..`·`-` 미사용",잔액(net) — + 흑자 / − 적자 (강의 슬라이드 10·11),13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24·25·26·27·28(전체 잔액 요약 — 모든 분류 cross-reference)
UK_BoP_Table_A_sub2,영국 국제수지 잔액 요약 (부표 2),KTMS,CA,,,Trade in services,서비스무역,영국 국제수지 잔액 요약 시트의 한 항목 — 강의 슬라이드 13(복식부기 항등성) + 슬라이드 14(`CA = FA(broad)` 단순화 항등식) 근거. 잔액(net transactions) 표기. 본 항목의 BPM6 표준 정의는 background/note/24~28 분류별 보강 참조. (분류: summary; 원문 라벨: Trade in services),GBP million,Q,1997,2025Q4,"`x` = 비공개·미가용(unavailable, ONS Notes 11번 명시) / 빈 셀 = 시리즈 시작 이전 또는 자료 없음 / GAF [c]/[x]/[z]/[low] 미사용 / legacy `..`·`-` 미사용",잔액(net) — + 흑자 / − 적자 (강의 슬라이드 10·11),13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24·25·26·27·28(전체 잔액 요약 — 모든 분류 cross-reference)
UK_BoP_Table_A_sub2,영국 국제수지 잔액 요약 (부표 2),KTMY,CA,,,Total trade,상품·서비스 합계,영국 국제수지 잔액 요약 시트의 한 항목 — 강의 슬라이드 13(복식부기 항등성) + 슬라이드 14(`CA = FA(broad)` 단순화 항등식) 근거. 잔액(net transactions) 표기. 본 항목의 BPM6 표준 정의는 background/note/24~28 분류별 보강 참조. (분류: summary; 원문 라벨: Total trade),GBP million,Q,1997,2025Q4,"`x` = 비공개·미가용(unavailable, ONS Notes 11번 명시) / 빈 셀 = 시리즈 시작 이전 또는 자료 없음 / GAF [c]/[x]/[z]/[low] 미사용 / legacy `..`·`-` 미사용",잔액(net) — + 흑자 / − 적자 (강의 슬라이드 10·11),13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24·25·26·27·28(전체 잔액 요약 — 모든 분류 cross-reference)
UK_BoP_Table_A_sub2,영국 국제수지 잔액 요약 (부표 2),KTMP,CA,,,"Primary income, Compensation of employees",1차소득 - 노동소득(보수),"영국 국제수지 잔액 요약 시트의 한 항목 — 강의 슬라이드 13(복식부기 항등성) + 슬라이드 14(`CA = FA(broad)` 단순화 항등식) 근거. 잔액(net transactions) 표기. 본 항목의 BPM6 표준 정의는 background/note/24~28 분류별 보강 참조. (분류: summary; 원문 라벨: Primary income, Compensation of employees)",GBP million,Q,1997,2025Q4,"`x` = 비공개·미가용(unavailable, ONS Notes 11번 명시) / 빈 셀 = 시리즈 시작 이전 또는 자료 없음 / GAF [c]/[x]/[z]/[low] 미사용 / legacy `..`·`-` 미사용",잔액(net) — + 흑자 / − 적자 (강의 슬라이드 10·11),13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24·25·26·27·28(전체 잔액 요약 — 모든 분류 cross-reference)
UK_BoP_Table_A_sub2,영국 국제수지 잔액 요약 (부표 2),HMBM,CA,,,"Primary income, Investment income",1차소득 - 투자소득,"영국 국제수지 잔액 요약 시트의 한 항목 — 강의 슬라이드 13(복식부기 항등성) + 슬라이드 14(`CA = FA(broad)` 단순화 항등식) 근거. 잔액(net transactions) 표기. 본 항목의 BPM6 표준 정의는 background/note/24~28 분류별 보강 참조. (분류: summary; 원문 라벨: Primary income, Investment income)",GBP million,Q,1997,2025Q4,"`x` = 비공개·미가용(unavailable, ONS Notes 11번 명시) / 빈 셀 = 시리즈 시작 이전 또는 자료 없음 / GAF [c]/[x]/[z]/[low] 미사용 / legacy `..`·`-` 미사용",잔액(net) — + 흑자 / − 적자 (강의 슬라이드 10·11),13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24·25·26·27·28(전체 잔액 요약 — 모든 분류 cross-reference)
UK_BoP_Table_A_sub2,영국 국제수지 잔액 요약 (부표 2),MT5W,CA,,,"Primary income, Other primary income",1차소득 - 기타,"영국 국제수지 잔액 요약 시트의 한 항목 — 강의 슬라이드 13(복식부기 항등성) + 슬라이드 14(`CA = FA(broad)` 단순화 항등식) 근거. 잔액(net transactions) 표기. 본 항목의 BPM6 표준 정의는 background/note/24~28 분류별 보강 참조. (분류: summary; 원문 라벨: Primary income, Other primary income)",GBP million,Q,1997,2025Q4,"`x` = 비공개·미가용(unavailable, ONS Notes 11번 명시) / 빈 셀 = 시리즈 시작 이전 또는 자료 없음 / GAF [c]/[x]/[z]/[low] 미사용 / legacy `..`·`-` 미사용",잔액(net) — + 흑자 / − 적자 (강의 슬라이드 10·11),13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24·25·26·27·28(전체 잔액 요약 — 모든 분류 cross-reference)
UK_BoP_Table_A_sub2,영국 국제수지 잔액 요약 (부표 2),HMBP,CA,,,"Primary income, Total",1차소득 합계,"영국 국제수지 잔액 요약 시트의 한 항목 — 강의 슬라이드 13(복식부기 항등성) + 슬라이드 14(`CA = FA(broad)` 단순화 항등식) 근거. 잔액(net transactions) 표기. 본 항목의 BPM6 표준 정의는 background/note/24~28 분류별 보강 참조. (분류: summary; 원문 라벨: Primary income, Total)",GBP million,Q,1997,2025Q4,"`x` = 비공개·미가용(unavailable, ONS Notes 11번 명시) / 빈 셀 = 시리즈 시작 이전 또는 자료 없음 / GAF [c]/[x]/[z]/[low] 미사용 / legacy `..`·`-` 미사용",잔액(net) — + 흑자 / − 적자 (강의 슬라이드 10·11),13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24·25·26·27·28(전체 잔액 요약 — 모든 분류 cross-reference)
UK_BoP_Table_A_sub2,영국 국제수지 잔액 요약 (부표 2),FJUQ,CA,,,"Secondary income, General government",2차소득 - 일반정부,"영국 국제수지 잔액 요약 시트의 한 항목 — 강의 슬라이드 13(복식부기 항등성) + 슬라이드 14(`CA = FA(broad)` 단순화 항등식) 근거. 잔액(net transactions) 표기. 본 항목의 BPM6 표준 정의는 background/note/24~28 분류별 보강 참조. (분류: summary; 원문 라벨: Secondary income, General government)",GBP million,Q,1997,2025Q4,"`x` = 비공개·미가용(unavailable, ONS Notes 11번 명시) / 빈 셀 = 시리즈 시작 이전 또는 자료 없음 / GAF [c]/[x]/[z]/[low] 미사용 / legacy `..`·`-` 미사용",잔액(net) — + 흑자 / − 적자 (강의 슬라이드 10·11),13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24·25·26·27·28(전체 잔액 요약 — 모든 분류 cross-reference)
UK_BoP_Table_A_sub2,영국 국제수지 잔액 요약 (부표 2),FJUR,CA,,,"Secondary income, Other sectors",2차소득 - 기타부문,"영국 국제수지 잔액 요약 시트의 한 항목 — 강의 슬라이드 13(복식부기 항등성) + 슬라이드 14(`CA = FA(broad)` 단순화 항등식) 근거. 잔액(net transactions) 표기. 본 항목의 BPM6 표준 정의는 background/note/24~28 분류별 보강 참조. (분류: summary; 원문 라벨: Secondary income, Other sectors)",GBP million,Q,1997,2025Q4,"`x` = 비공개·미가용(unavailable, ONS Notes 11번 명시) / 빈 셀 = 시리즈 시작 이전 또는 자료 없음 / GAF [c]/[x]/[z]/[low] 미사용 / legacy `..`·`-` 미사용",잔액(net) — + 흑자 / − 적자 (강의 슬라이드 10·11),13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24·25·26·27·28(전체 잔액 요약 — 모든 분류 cross-reference)
UK_BoP_Table_A_sub2,영국 국제수지 잔액 요약 (부표 2),KTNF,CA,,,"Secondary income, Total",2차소득 합계,"영국 국제수지 잔액 요약 시트의 한 항목 — 강의 슬라이드 13(복식부기 항등성) + 슬라이드 14(`CA = FA(broad)` 단순화 항등식) 근거. 잔액(net transactions) 표기. 본 항목의 BPM6 표준 정의는 background/note/24~28 분류별 보강 참조. (분류: summary; 원문 라벨: Secondary income, Total)",GBP million,Q,1997,2025Q4,"`x` = 비공개·미가용(unavailable, ONS Notes 11번 명시) / 빈 셀 = 시리즈 시작 이전 또는 자료 없음 / GAF [c]/[x]/[z]/[low] 미사용 / legacy `..`·`-` 미사용",잔액(net) — + 흑자 / − 적자 (강의 슬라이드 10·11),13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24·25·26·27·28(전체 잔액 요약 — 모든 분류 cross-reference)
UK_BoP_Table_A_sub2,영국 국제수지 잔액 요약 (부표 2),HBOG,CA,CA.TOT,,Current balance,경상수지 합계,경상수지 합계 — 강의 슬라이드 14 항등식 CA = 상품수지 + 서비스수지 + 1차소득 + 2차소득의 좌변.,GBP million,Q,1997,2025Q4,"`x` = 비공개·미가용(unavailable, ONS Notes 11번 명시) / 빈 셀 = 시리즈 시작 이전 또는 자료 없음 / GAF [c]/[x]/[z]/[low] 미사용 / legacy `..`·`-` 미사용",잔액(net) — + 흑자 / − 적자 (강의 슬라이드 10·11),강의 슬라이드(21·22회차 검증) + 13회차 CDID 사전
UK_BoP_Table_A_sub2,영국 국제수지 잔액 요약 (부표 2),FKMJ,CA,CA.TOT,,Capital balance,자본수지 합계,경상수지 합계 — 강의 슬라이드 14 항등식 CA = 상품수지 + 서비스수지 + 1차소득 + 2차소득의 좌변.,GBP million,Q,1997,2025Q4,"`x` = 비공개·미가용(unavailable, ONS Notes 11번 명시) / 빈 셀 = 시리즈 시작 이전 또는 자료 없음 / GAF [c]/[x]/[z]/[low] 미사용 / legacy `..`·`-` 미사용",잔액(net) — + 흑자 / − 적자 (강의 슬라이드 10·11),강의 슬라이드(21·22회차 검증) + 13회차 CDID 사전
UK_BoP_Table_A_sub3,영국 국제수지 잔액 요약 (부표 3),-MU7M,FA,FA.DI.DI_TOT,,Direct investment,직접투자,"직접투자 합계 — 외국기업 경영참가 목적 투자(강의 슬라이드 6, OECD BD4 기준).",GBP million,Q,1997,2025Q4,"`x` = 비공개·미가용(unavailable, ONS Notes 11번 명시) / 빈 셀 = 시리즈 시작 이전 또는 자료 없음 / GAF [c]/[x]/[z]/[low] 미사용 / legacy `..`·`-` 미사용",잔액(net) — + 흑자 / − 적자 (강의 슬라이드 10·11),강의 슬라이드(21·22회차 검증) + 13회차 CDID 사전
UK_BoP_Table_A_sub3,영국 국제수지 잔액 요약 (부표 3),-HHZD,FA,FA.PIF.PIF_TOT,,Portfolio investment,증권투자,증권투자 합계 — 주식·채권 등 증권 거래(강의 슬라이드 6).,GBP million,Q,1997,2025Q4,"`x` = 비공개·미가용(unavailable, ONS Notes 11번 명시) / 빈 셀 = 시리즈 시작 이전 또는 자료 없음 / GAF [c]/[x]/[z]/[low] 미사용 / legacy `..`·`-` 미사용",잔액(net) — + 흑자 / − 적자 (강의 슬라이드 10·11),강의 슬라이드(21·22회차 검증) + 13회차 CDID 사전
UK_BoP_Table_A_sub3,영국 국제수지 잔액 요약 (부표 3),-ZPNN,FA,FA.FD.FD_NET,,Financial derivatives (net),파생금융상품(순),파생금융상품(순) — 강의 슬라이드 6·14의 net financial derivatives 항.,GBP million,Q,1997,2025Q4,"`x` = 비공개·미가용(unavailable, ONS Notes 11번 명시) / 빈 셀 = 시리즈 시작 이전 또는 자료 없음 / GAF [c]/[x]/[z]/[low] 미사용 / legacy `..`·`-` 미사용",잔액(net) — + 흑자 / − 적자 (강의 슬라이드 10·11),강의 슬라이드(21·22회차 검증) + 13회차 CDID 사전
UK_BoP_Table_A_sub3,영국 국제수지 잔액 요약 (부표 3),-HHYR,FA,FA.OI.OI_TOT,,Other investment,기타투자,기타투자 합계 — 대출·차입·무역신용·예금 등(강의 슬라이드 6).,GBP million,Q,1997,2025Q4,"`x` = 비공개·미가용(unavailable, ONS Notes 11번 명시) / 빈 셀 = 시리즈 시작 이전 또는 자료 없음 / GAF [c]/[x]/[z]/[low] 미사용 / legacy `..`·`-` 미사용",잔액(net) — + 흑자 / − 적자 (강의 슬라이드 10·11),강의 슬라이드(21·22회차 검증) + 13회차 CDID 사전
UK_BoP_Table_A_sub3,영국 국제수지 잔액 요약 (부표 3),-LTCV,FA,FA.IR.IR_TOT,,Reserve assets,준비자산,준비자산 합계 — 통화당국 보유 외환·금·SDR(강의 슬라이드 6·12).,GBP million,Q,1997,2025Q4,"`x` = 비공개·미가용(unavailable, ONS Notes 11번 명시) / 빈 셀 = 시리즈 시작 이전 또는 자료 없음 / GAF [c]/[x]/[z]/[low] 미사용 / legacy `..`·`-` 미사용",잔액(net) — + 흑자 / − 적자 (강의 슬라이드 10·11),강의 슬라이드(21·22회차 검증) + 13회차 CDID 사전
UK_BoP_Table_A_sub3,영국 국제수지 잔액 요약 (부표 3),-HBNT,FA,FA.FA_TOT,,Net financial transactions,국제수지 요약,금융계정 합계(broad) — 강의 슬라이드 14 식 FA = NAFA - NIL + Net derivatives.,GBP million,Q,1997,2025Q4,"`x` = 비공개·미가용(unavailable, ONS Notes 11번 명시) / 빈 셀 = 시리즈 시작 이전 또는 자료 없음 / GAF [c]/[x]/[z]/[low] 미사용 / legacy `..`·`-` 미사용",잔액(net) — + 흑자 / − 적자 (강의 슬라이드 10·11),강의 슬라이드(21·22회차 검증) + 13회차 CDID 사전
UK_BoP_Table_A_sub3,영국 국제수지 잔액 요약 (부표 3),HHDH,FA,NEO.NEO,,Net errors and omissions [note 2],국제수지 요약,오차 및 누락(NEO) — 통계 불일치 보정(강의 슬라이드 6·13·14).,GBP million,Q,1997,2025Q4,"`x` = 비공개·미가용(unavailable, ONS Notes 11번 명시) / 빈 셀 = 시리즈 시작 이전 또는 자료 없음 / GAF [c]/[x]/[z]/[low] 미사용 / legacy `..`·`-` 미사용",잔액(net) — + 흑자 / − 적자 (강의 슬라이드 10·11),강의 슬라이드(21·22회차 검증) + 13회차 CDID 사전
UK_BoP_Table_B_sub1,영국 경상수지 본표(SA) (부표 1),BOKG,CA,CA.G.G_TOT,,Exports of goods,경상수지 본표,상품수지 합계 — 재화의 수출입 차액(강의 슬라이드 5·21).,GBP million (1-3) / % of GDP (4),Q,1997,2025Q4,"`x` = 비공개·미가용(unavailable, ONS Notes 11번 명시) / 빈 셀 = 시리즈 시작 이전 또는 자료 없음 / GAF [c]/[x]/[z]/[low] 미사용 / legacy `..`·`-` 미사용","Credits + (자국으로 자금 유입) / Debits − (자국에서 자금 유출), Balances = Cr − Dr (강의 슬라이드 13)",강의 슬라이드(21·22회차 검증) + 13회차 CDID 사전
UK_BoP_Table_B_sub1,영국 경상수지 본표(SA) (부표 1),IKBB,CA,CA.S.S_TOT,,Exports of services,경상수지 본표,서비스수지 합계 — EBOPS 12분류 서비스 거래의 합산(강의 슬라이드 5).,GBP million (1-3) / % of GDP (4),Q,1997,2025Q4,"`x` = 비공개·미가용(unavailable, ONS Notes 11번 명시) / 빈 셀 = 시리즈 시작 이전 또는 자료 없음 / GAF [c]/[x]/[z]/[low] 미사용 / legacy `..`·`-` 미사용","Credits + (자국으로 자금 유입) / Debits − (자국에서 자금 유출), Balances = Cr − Dr (강의 슬라이드 13)",강의 슬라이드(21·22회차 검증) + 13회차 CDID 사전
UK_BoP_Table_B_sub1,영국 경상수지 본표(SA) (부표 1),IKBH,CA,,,Total exports,경상수지 본표,경상수지 본표(SA)의 한 항목 — 강의 슬라이드 5·14 `CA = G + S + PI + SI` 항등식 성분 또는 부표 분해(Credits/Debits/Balances/%GDP). 표준 정의: background/note/24(EBOPS 12분류 서비스) + 26(SITC 상품·BPM6 §10). (분류: CA-main; 원문 라벨: Total exports),GBP million (1-3) / % of GDP (4),Q,1997,2025Q4,"`x` = 비공개·미가용(unavailable, ONS Notes 11번 명시) / 빈 셀 = 시리즈 시작 이전 또는 자료 없음 / GAF [c]/[x]/[z]/[low] 미사용 / legacy `..`·`-` 미사용","Credits + (자국으로 자금 유입) / Debits − (자국에서 자금 유출), Balances = Cr − Dr (강의 슬라이드 13)",13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24·26(EBOPS 12분류 서비스 + SITC 상품·BPM6 §10 Goods)
UK_BoP_Table_B_sub1,영국 경상수지 본표(SA) (부표 1),IJAH,CA,,,"Primary income, Compensation of employees",1차소득 - 노동소득(보수),"경상수지 본표(SA)의 한 항목 — 강의 슬라이드 5·14 `CA = G + S + PI + SI` 항등식 성분 또는 부표 분해(Credits/Debits/Balances/%GDP). 표준 정의: background/note/24(EBOPS 12분류 서비스) + 26(SITC 상품·BPM6 §10). (분류: CA-main; 원문 라벨: Primary income, Compensation of employees)",GBP million (1-3) / % of GDP (4),Q,1997,2025Q4,"`x` = 비공개·미가용(unavailable, ONS Notes 11번 명시) / 빈 셀 = 시리즈 시작 이전 또는 자료 없음 / GAF [c]/[x]/[z]/[low] 미사용 / legacy `..`·`-` 미사용","Credits + (자국으로 자금 유입) / Debits − (자국에서 자금 유출), Balances = Cr − Dr (강의 슬라이드 13)",13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24·26(EBOPS 12분류 서비스 + SITC 상품·BPM6 §10 Goods)
UK_BoP_Table_B_sub1,영국 경상수지 본표(SA) (부표 1),HBOK,CA,CA.PI.PI_INV_TOT,,"Primary income, Investment income",1차소득 - 투자소득,투자소득 합계 — 직접·증권·기타·준비자산 투자에서 발생한 소득 합산(강의 슬라이드 25).,GBP million (1-3) / % of GDP (4),Q,1997,2025Q4,"`x` = 비공개·미가용(unavailable, ONS Notes 11번 명시) / 빈 셀 = 시리즈 시작 이전 또는 자료 없음 / GAF [c]/[x]/[z]/[low] 미사용 / legacy `..`·`-` 미사용","Credits + (자국으로 자금 유입) / Debits − (자국에서 자금 유출), Balances = Cr − Dr (강의 슬라이드 13)",강의 슬라이드(21·22회차 검증) + 13회차 CDID 사전
